order_id,customer_id,region,status,order_date
ORD00049,CUST0310,South,DELIVERED,2025-04-04 03:38:06
ORD00050,CUST0096,East,DELIVERED,2025-06-03 23:48:55
ORD00051,CUST0085,East,SHIPPED,2025-03-11 14:07:40
ORD00052,CUST0054,West,DELIVERED,2026-03-14 20:53:57
ORD00053,CUST0240,West,PLACED,2026-03-25 12:58:33
ORD00054,CUST0098,North,SHIPPED,2025-08-03 16:41:15
ORD00055,CUST0489,North,SHIPPED,2025-04-27 01:15:39
ORD00056,,West,PLACED,2025-07-07 17:37:20
ORD00057,CUST0009,East,PLACED,2026-01-04 21:43:25
ORD00058,CUST0433,South,CANCELLED,2026-03-19 07:08:36
ORD00059,CUST0073,South,CANCELLED,2024-08-06 05:32:25
ORD00060,CUST0092,North,PLACED,2025-03-26 02:11:54
ORD00061,CUST0321,East,DELIVERED,2024-09-12 21:23:03
ORD00062,CUST0141,West,SHIPPED,2026-04-28 18:45:36
ORD00063,CUST0147,North,RETURNED,2026-02-15 13:32:54
ORD00064,CUST0577,North,RETURNED,2024-11-03 01:11:31
ORD00065,CUST0169,West,DELIVERED,2024-08-25 02:32:52
ORD00066,,South,CANCELLED,2025-02-04 13:54:15
ORD00067,CUST0454,South,PLACED,2026-03-07 01:08:08
ORD00068,CUST0103,South,PLACED,2025-05-13 09:11:22
ORD00069,CUST0394,East,CANCELLED,2024-09-06 00:37:28
ORD00070,CUST0323,South,SHIPPED,2025-09-07 11:44:57
ORD00071,CUST0284,North,SHIPPED,2025-07-12 18:05:19
ORD00072,CUST0567,East,PLACED,2024-11-30 15:15:23
ORD00073,CUST0309,South,RETURNED,2024-12-08 20:38:29
ORD00074,CUST0522,South,CANCELLED,2026-06-08 06:57:23
ORD00075,CUST0303,North,SHIPPED,2026-04-27 05:20:48
ORD00076,CUST0507,West,PLACED,2025-01-22 19:44:11
ORD00077,CUST0247,West,RETURNED,2026-04-08 08:34:30
ORD00078,CUST0073,North,DELIVERED,2025-05-04 23:02:09
ORD00079,CUST0325,South,CANCELLED,2026-04-16 21:39:17
ORD00080,CUST0583,West,DELIVERED,2024-07-22 09:05:14
ORD00081,CUST0560,South,CANCELLED,2024-10-15 07:26:44
ORD00082,,North,RETURNED,2026-03-01 05:11:26
ORD00083,CUST0070,North,DELIVERED,2026-01-18 16:33:55
ORD00084,CUST0221,North,PLACED,2025-01-21 22:54:44
ORD00085,CUST0408,East,RETURNED,2025-05-07 11:04:12
ORD00086,,West,CANCELLED,2026-03-03 14:35:58
ORD00087,,South,DELIVERED,2025-06-21 15:18:28
ORD00088,CUST0086,East,PLACED,2025-01-20 13:21:16
ORD00089,CUST0524,South,SHIPPED,2026-02-05 12:07:56
ORD00090,CUST0550,East,CANCELLED,2024-08-07 14:35:40
ORD00091,CUST0068,East,CANCELLED,2024-12-14 06:53:58
ORD00092,CUST0245,North,SHIPPED,05-07-2025 12:29:51
ORD00093,CUST0089,West,PLACED,2026-02-03 17:19:39
ORD00094,CUST0465,North,DELIVERED,2026-03-03 10:19:26
ORD00095,CUST0180,North,PLACED,2024-09-23 13:27:52
ORD00096,CUST0141,North,SHIPPED,2025-08-21 08:39:17
ORD00097,CUST0509,East,RETURNED,2025-12-11 21:12:15
ORD00098,,East,SHIPPED,2024-12-21 11:39:13
ORD00099,CUST0381,South,DELIVERED,2025-07-14 20:01:28
ORD00100,CUST0121,North,DELIVERED,2025-05-10 19:41:42
ORD00101,CUST0440,East,RETURNED,2025-12-23 20:55:22
ORD00102,CUST0066,East,RETURNED,2025-03-12 00:03:27
ORD00103,CUST0079,West,CANCELLED,2026-07-09 18:14:04
ORD00104,CUST0524,East,PLACED,2025-03-20 12:15:06
ORD00105,CUST0512,South,DELIVERED,2024-11-12 18:38:56
ORD00106,,East,PLACED,2025-11-13 06:23:21
ORD00107,,North,SHIPPED,2026-01-29 05:14:26
ORD00108,CUST0522,North,PLACED,2024-08-14 08:19:11
ORD00109,CUST0013,South,PLACED,2026-02-11 00:35:23
ORD00110,CUST0484,East,CANCELLED,2026-07-10 16:42:36
ORD00111,CUST0154,South,PLACED,2025-09-12 10:49:48
ORD00112,CUST0567,West,SHIPPED,2025-08-21 04:41:12
ORD00113,CUST0330,South,CANCELLED,2024-10-15 10:48:01
ORD00114,CUST0328,East,PLACED,2025-01-25 08:00:33
ORD00115,CUST0586,East,PLACED,2025-07-21 08:41:14
ORD00116,CUST0515,North,SHIPPED,2025-11-20 12:47:35
ORD00117,CUST0229,North,CANCELLED,2025-03-01 16:11:49
ORD00118,CUST0071,West,DELIVERED,2024-12-13 22:23:40
ORD00119,CUST0319,East,PLACED,2025-04-18 12:45:26
ORD00120,CUST0567,West,PLACED,2026-06-01 22:28:53
ORD00121,CUST0378,South,DELIVERED,2024-08-22 00:53:56
ORD00122,CUST0578,East,RETURNED,2026-05-14 09:39:47
ORD00123,CUST0249,West,DELIVERED,2025-12-12 10:00:32
ORD00124,CUST0506,South,RETURNED,2024-12-28 17:47:04
ORD00125,CUST0252,South,PLACED,2024-10-08 07:03:23
ORD00126,CUST0420,North,SHIPPED,2025-01-11 20:38:22
ORD00127,CUST0555,East,PLACED,2025-11-16 04:11:44
ORD00128,CUST0344,North,CANCELLED,2025-06-14 19:16:38
ORD00129,CUST0315,North,SHIPPED,2025-03-21 15:17:14
ORD00130,,South,CANCELLED,2024-07-24 06:47:59
ORD00131,CUST0504,North,SHIPPED,2024-11-19 13:44:26
ORD00132,CUST0287,North,PLACED,2026-03-21 14:25:40
ORD00133,CUST0238,West,DELIVERED,2025-02-12 00:47:43
ORD00134,CUST0470,North,RETURNED,2025-10-09 17:27:25
ORD00135,,South,CANCELLED,2024-10-13 12:20:51
ORD00136,CUST0077,North,CANCELLED,2025-05-16 00:19:08
ORD00137,CUST0134,South,DELIVERED,2026-03-17 12:37:25
ORD00138,CUST0268,East,CANCELLED,2025-01-17 09:25:52
ORD00139,CUST0335,East,CANCELLED,19-07-2024 12:22:55
ORD00140,CUST0279,South,PLACED,2024-08-14 04:43:50
ORD00141,CUST0208,South,RETURNED,2025-10-06 21:58:41
ORD00142,CUST0112,South,PLACED,2026-03-13 02:57:16
ORD00143,CUST0169,West,CANCELLED,2025-12-31 02:27:25
ORD00144,CUST0322,West,PLACED,2025-07-16 17:36:18
ORD00145,CUST0549,East,SHIPPED,2025-12-29 06:44:43
ORD00146,CUST0463,East,CANCELLED,2025-10-18 16:07:12
ORD00147,CUST0272,North,PLACED,2024-11-09 23:10:36
ORD00148,CUST0162,East,RETURNED,2025-04-27 01:17:25
ORD00149,CUST0042,South,DELIVERED,2026-03-03 06:36:54
ORD00150,CUST0152,North,SHIPPED,2024-09-20 01:56:37
ORD00151,CUST0365,West,RETURNED,2025-01-21 18:26:11
ORD00152,CUST0051,East,DELIVERED,2024-11-12 01:37:47
ORD00153,CUST0179,North,CANCELLED,2025-08-04 21:05:13
ORD00154,CUST0464,South,PLACED,2024-09-21 13:45:57
ORD00155,CUST0474,North,SHIPPED,2025-12-27 08:51:08
ORD00156,CUST0125,North,PLACED,2025-11-05 02:17:36
ORD00157,CUST0228,South,SHIPPED,2025-04-01 10:33:45
ORD00158,CUST0411,East,PLACED,2026-07-05 14:11:47
ORD00159,CUST0597,East,PLACED,2026-02-22 13:08:42
ORD00160,,North,SHIPPED,10-11-2025 03:13:43
ORD00161,CUST0455,South,PLACED,2024-08-28 05:22:27
ORD00162,CUST0340,North,PLACED,2024-08-28 00:12:24
ORD00163,CUST0473,North,SHIPPED,2025-04-14 17:14:50
ORD00164,CUST0588,West,CANCELLED,2025-11-25 05:39:52
ORD00165,CUST0509,North,CANCELLED,2024-11-09 03:09:54
ORD00166,CUST0437,South,DELIVERED,2026-01-08 07:37:17
ORD00167,CUST0220,South,DELIVERED,2025-09-02 04:16:05
ORD00168,CUST0287,West,SHIPPED,2026-03-19 07:55:03
ORD00169,CUST0036,South,DELIVERED,2024-10-03 23:50:35
ORD00170,CUST0511,West,RETURNED,2024-10-18 07:30:40
ORD00171,,North,PLACED,2025-07-26 11:58:04
ORD00172,CUST0287,West,SHIPPED,2025-01-09 07:17:13
ORD00173,CUST0430,South,RETURNED,2025-03-15 14:22:14
ORD00174,CUST0256,North,CANCELLED,2025-09-19 06:19:26
ORD00175,,West,RETURNED,2026-03-17 01:46:31
ORD00176,CUST0497,East,RETURNED,2025-11-25 06:59:22
ORD00177,CUST0515,East,CANCELLED,2026-02-20 07:46:54
ORD00178,CUST0277,South,PLACED,2025-04-08 08:23:21
ORD00179,CUST0327,South,PLACED,2026-03-30 05:59:55
ORD00180,CUST0288,North,CANCELLED,2026-06-05 06:11:56
ORD00181,CUST0543,East,RETURNED,2025-06-18 08:13:49
ORD00182,CUST0239,South,PLACED,02-02-2026 01:32:52
ORD00183,CUST0254,South,DELIVERED,2024-12-09 11:03:05
ORD00184,CUST0547,North,SHIPPED,2024-07-29 03:57:47
ORD00185,CUST0590,West,DELIVERED,2025-12-29 22:28:06
ORD00186,CUST0178,South,SHIPPED,2025-05-02 00:02:27
ORD00187,CUST0326,East,RETURNED,2025-04-16 18:38:36
ORD00188,CUST0029,East,RETURNED,2026-01-26 05:41:47
ORD00189,CUST0578,South,RETURNED,2024-10-25 05:30:26
ORD00190,CUST0193,West,RETURNED,2025-01-23 07:14:02
ORD00191,CUST0317,South,CANCELLED,2026-06-10 14:12:39
ORD00192,CUST0039,North,PLACED,2024-08-12 06:02:14
ORD00193,CUST0239,South,PLACED,2025-07-24 12:36:17
ORD00194,CUST0540,West,PLACED,2026-01-12 10:22:49
ORD00195,CUST0340,South,SHIPPED,2025-06-17 09:30:31
ORD00196,CUST0349,South,DELIVERED,2025-09-19 18:53:41
ORD00197,CUST0061,North,SHIPPED,2025-02-26 11:47:44
ORD00198,CUST0146,North,RETURNED,2025-09-07 03:12:50
ORD00199,CUST0374,North,DELIVERED,2026-01-04 23:38:36
ORD00200,CUST0406,North,DELIVERED,2025-07-28 05:53:40
ORD00201,CUST0310,East,SHIPPED,2024-12-06 23:35:43
ORD00202,CUST0162,West,CANCELLED,2025-09-25 18:00:12
ORD00203,CUST0325,South,RETURNED,2024-12-04 12:53:30
ORD00204,CUST0366,South,RETURNED,2025-09-07 19:44:20
ORD00205,CUST0180,West,DELIVERED,2025-04-08 14:51:24
ORD00206,CUST0302,South,SHIPPED,2025-03-20 23:45:58
ORD00207,CUST0002,West,RETURNED,2026-02-01 10:53:16
ORD00208,CUST0034,South,RETURNED,2025-07-11 09:25:40
ORD00209,CUST0326,South,RETURNED,2025-02-11 10:20:14
ORD00210,CUST0107,West,SHIPPED,2026-05-17 12:18:23
ORD00211,CUST0340,North,SHIPPED,2026-04-19 07:23:49
ORD00212,CUST0356,East,SHIPPED,2025-10-20 14:07:13
ORD00213,CUST0091,East,CANCELLED,2026-06-22 20:56:54
ORD00214,CUST0012,East,SHIPPED,2026-05-11 23:56:04
ORD00215,CUST0256,North,DELIVERED,2025-09-16 06:55:31
ORD00216,,North,PLACED,2024-11-14 02:56:07
ORD00217,CUST0050,West,CANCELLED,2024-09-04 01:52:12
ORD00218,CUST0430,South,CANCELLED,2025-08-29 03:02:12
ORD00219,CUST0505,West,DELIVERED,2024-11-09 23:48:06
ORD00220,CUST0560,West,PLACED,2025-06-26 15:02:46
ORD00221,CUST0491,South,SHIPPED,2025-02-27 05:39:19
ORD00222,CUST0463,North,PLACED,2026-04-10 00:59:11
ORD00223,CUST0302,North,DELIVERED,2025-02-02 03:06:13
ORD00224,CUST0268,North,PLACED,2025-09-06 06:11:03
ORD00225,CUST0351,South,CANCELLED,2025-04-23 17:23:39
ORD00226,CUST0165,North,RETURNED,2025-06-30 06:33:47
ORD00227,CUST0096,East,RETURNED,2024-07-13 03:20:09
ORD00228,CUST0495,North,CANCELLED,2026-03-07 06:04:32
ORD00229,CUST0169,West,SHIPPED,2025-11-20 03:35:07
ORD00230,CUST0055,North,DELIVERED,2025-08-09 13:39:11
ORD00231,CUST0211,South,CANCELLED,2025-05-02 23:48:06
ORD00232,CUST0568,East,DELIVERED,2026-02-02 10:17:20
ORD00233,CUST0305,South,PLACED,03-12-2024 16:31:38
ORD00234,CUST0051,West,RETURNED,2026-05-29 08:58:11
ORD00235,,West,SHIPPED,2024-07-27 02:52:51
ORD00236,CUST0056,East,PLACED,2025-11-05 22:36:28
ORD00237,CUST0438,North,DELIVERED,2026-05-09 02:22:23
ORD00238,CUST0492,South,PLACED,2025-04-21 08:46:15
ORD00239,CUST0027,South,SHIPPED,2026-03-07 07:54:53
ORD00240,CUST0299,North,CANCELLED,2025-11-06 07:14:00
ORD00241,CUST0119,East,CANCELLED,2025-01-14 01:13:17
ORD00242,CUST0483,West,DELIVERED,2025-03-18 16:05:19
ORD00243,CUST0094,West,SHIPPED,2026-01-23 14:23:53
ORD00244,CUST0380,West,DELIVERED,2024-08-30 18:41:36
ORD00245,CUST0192,West,PLACED,2025-12-05 21:19:17
ORD00246,CUST0270,West,CANCELLED,2025-09-04 04:47:42
ORD00247,CUST0270,South,DELIVERED,2026-04-09 18:06:40
ORD00248,CUST0578,North,SHIPPED,2025-05-09 13:16:13
ORD00249,CUST0100,North,DELIVERED,2024-12-07 01:20:26
ORD00250,CUST0555,West,RETURNED,2025-08-23 15:17:09
ORD00251,CUST0233,North,CANCELLED,2025-12-25 06:08:21
ORD00252,CUST0536,West,RETURNED,2025-08-03 00:54:21
ORD00253,CUST0487,South,CANCELLED,2026-02-27 08:14:08
ORD00254,,North,CANCELLED,2025-09-13 22:01:21
ORD00255,CUST0036,South,PLACED,2024-11-09 07:08:13
ORD00256,CUST0460,South,SHIPPED,2025-10-31 17:47:50
ORD00257,CUST0217,South,SHIPPED,2025-02-17 11:49:34
ORD00258,CUST0044,West,PLACED,2025-03-20 03:37:05
ORD00259,CUST0446,South,SHIPPED,2025-05-26 21:13:39
ORD00260,CUST0265,East,PLACED,2025-11-22 09:13:57
ORD00261,CUST0090,West,RETURNED,2025-03-19 16:52:51
ORD00262,CUST0407,East,DELIVERED,2024-10-06 09:07:05
ORD00263,CUST0533,West,PLACED,2024-09-25 08:15:53
ORD00264,CUST0536,West,PLACED,2025-08-22 23:04:56
ORD00265,CUST0425,South,SHIPPED,2025-12-06 08:32:11
ORD00266,CUST0581,North,PLACED,2024-09-02 08:55:11
ORD00267,CUST0577,North,DELIVERED,15-08-2024 13:59:05
ORD00268,CUST0549,East,CANCELLED,2026-04-22 07:03:00
ORD00269,,West,CANCELLED,2026-07-10 23:46:04
ORD00270,CUST0586,West,PLACED,2024-10-21 09:05:06
ORD00271,CUST0177,East,CANCELLED,2024-11-28 07:59:09
ORD00272,CUST0148,West,PLACED,2026-05-22 01:00:11
ORD00273,CUST0406,East,SHIPPED,2024-08-05 20:54:09
ORD00274,CUST0051,West,DELIVERED,2024-12-16 12:56:37
ORD00275,CUST0382,North,DELIVERED,2024-10-03 17:34:13
ORD00276,CUST0311,East,DELIVERED,2025-07-24 13:52:31
ORD00277,CUST0504,North,SHIPPED,2024-12-08 09:54:38
ORD00278,CUST0138,East,CANCELLED,2024-09-27 06:49:04
ORD00279,CUST0329,East,CANCELLED,06-08-2024 07:01:55
ORD00280,CUST0092,South,CANCELLED,2025-09-29 02:21:21
ORD00281,CUST0217,West,CANCELLED,2025-11-23 01:02:08
ORD00282,CUST0529,East,PLACED,2026-04-23 03:40:14
ORD00283,CUST0528,South,PLACED,2025-05-10 09:55:28
ORD00284,CUST0319,West,SHIPPED,2025-12-05 14:27:31
ORD00285,CUST0537,North,SHIPPED,2025-07-28 02:29:42
ORD00286,CUST0198,South,PLACED,2025-08-24 23:56:17
ORD00287,CUST0256,North,CANCELLED,2025-11-09 05:34:13
ORD00288,CUST0052,East,SHIPPED,2026-01-08 07:21:30
ORD00289,CUST0281,East,CANCELLED,2025-10-14 01:55:26
ORD00290,CUST0518,West,PLACED,2025-01-27 08:57:27
ORD00291,,South,DELIVERED,2024-08-19 16:56:23
ORD00292,CUST0501,West,SHIPPED,2025-04-23 03:15:05
ORD00293,CUST0486,East,DELIVERED,2024-12-31 00:29:18
ORD00294,CUST0168,East,PLACED,2025-10-26 05:42:42
ORD00295,CUST0292,North,CANCELLED,2026-01-21 03:31:18
ORD00296,CUST0051,South,RETURNED,2024-09-05 15:06:14
ORD00297,CUST0220,South,SHIPPED,2024-07-22 17:51:36
ORD00298,CUST0212,East,CANCELLED,2026-07-05 02:18:28
ORD00299,CUST0526,North,PLACED,2026-06-27 23:15:29
ORD00300,CUST0486,South,SHIPPED,2024-12-21 17:04:39
ORD00301,CUST0009,South,DELIVERED,2025-12-03 21:58:17
ORD00302,CUST0313,East,CANCELLED,2025-07-29 06:22:47
ORD00303,CUST0386,East,CANCELLED,2026-07-03 16:37:01
ORD00304,CUST0259,South,CANCELLED,2026-06-03 16:22:57
ORD00305,CUST0310,West,RETURNED,2026-04-19 20:58:12
ORD00306,CUST0105,North,RETURNED,2024-09-12 16:25:13
ORD00307,CUST0384,East,DELIVERED,2025-07-11 03:10:20
ORD00308,CUST0111,West,PLACED,2026-03-26 18:00:41
ORD00309,CUST0345,East,DELIVERED,2025-11-20 20:11:18
ORD00310,CUST0284,East,DELIVERED,2024-08-28 17:27:03
ORD00311,CUST0193,South,RETURNED,18-04-2025 22:04:00
ORD00312,CUST0247,North,RETURNED,2025-09-19 00:09:43
ORD00313,CUST0414,East,SHIPPED,2026-02-10 01:20:29
ORD00314,CUST0027,West,DELIVERED,2026-07-11 08:03:02
ORD00315,CUST0266,West,CANCELLED,2026-06-04 04:44:49
ORD00316,CUST0398,North,RETURNED,31-05-2025 15:50:49
ORD00317,,South,DELIVERED,2026-04-12 01:36:08
ORD00318,CUST0228,West,DELIVERED,25-04-2025 05:51:20
ORD00319,CUST0520,East,SHIPPED,2026-03-21 11:48:09
ORD00320,CUST0572,South,DELIVERED,2026-01-13 20:04:49
ORD00321,CUST0100,West,SHIPPED,2024-08-26 20:42:31
ORD00322,CUST0265,South,DELIVERED,2026-04-13 07:44:06
ORD00323,CUST0092,South,DELIVERED,2025-11-03 18:23:17
ORD00324,CUST0229,East,CANCELLED,2025-02-04 01:04:48
ORD00325,CUST0340,East,DELIVERED,2025-08-27 11:34:50
ORD00326,CUST0600,East,CANCELLED,2024-08-13 03:44:49
ORD00327,CUST0121,West,PLACED,2026-02-02 22:16:04
ORD00328,CUST0598,North,CANCELLED,2024-09-05 06:02:50
ORD00329,CUST0200,North,CANCELLED,2026-04-21 17:18:50
ORD00330,CUST0543,East,CANCELLED,2025-03-05 15:06:32
ORD00331,CUST0056,South,SHIPPED,2024-09-11 02:44:17
ORD00332,CUST0206,East,CANCELLED,2024-12-27 06:35:10
ORD00333,CUST0584,West,SHIPPED,2025-08-20 01:49:29
ORD00334,,South,PLACED,2024-09-26 00:21:05
ORD00335,CUST0500,East,SHIPPED,2024-09-29 04:53:25
ORD00336,CUST0321,North,PLACED,2026-01-26 20:06:07
ORD00337,CUST0463,East,SHIPPED,2025-01-08 00:24:18
ORD00338,CUST0173,South,CANCELLED,2025-08-29 12:47:52
ORD00339,CUST0091,South,RETURNED,2025-05-07 21:00:34
ORD00340,CUST0445,West,CANCELLED,2024-12-06 17:42:56
ORD00341,CUST0440,West,CANCELLED,2024-12-09 13:55:29
ORD00342,CUST0005,North,RETURNED,2025-08-25 06:50:51
ORD00343,CUST0205,East,PLACED,2025-12-04 18:58:59
ORD00344,CUST0330,South,PLACED,2025-01-21 19:11:47
ORD00345,CUST0005,South,SHIPPED,2025-09-28 08:00:12
ORD00346,CUST0353,East,SHIPPED,2025-11-10 06:49:16
ORD00347,CUST0106,West,RETURNED,2024-11-28 12:48:57
ORD00348,CUST0314,South,PLACED,2025-09-19 07:41:08
ORD00349,CUST0047,East,DELIVERED,2026-02-14 11:54:45
ORD00350,CUST0467,East,CANCELLED,2025-09-19 02:25:52
ORD00351,CUST0138,East,CANCELLED,2025-05-31 01:31:09
ORD00352,CUST0368,South,SHIPPED,2026-02-12 02:23:08
ORD00353,CUST0414,North,SHIPPED,2024-10-02 12:50:39
ORD00354,CUST0230,South,SHIPPED,2026-02-27 18:28:32
ORD00355,CUST0023,South,PLACED,2025-11-20 14:44:14
ORD00356,CUST0376,North,CANCELLED,03-10-2025 09:50:35
ORD00357,CUST0262,North,RETURNED,2025-04-16 14:50:17
ORD00358,CUST0050,North,PLACED,2025-12-18 11:22:12
ORD00359,CUST0050,North,CANCELLED,2025-07-03 21:05:20
ORD00360,CUST0455,West,PLACED,2026-01-09 06:24:23
ORD00361,CUST0561,East,CANCELLED,2025-12-11 06:56:01
ORD00362,CUST0157,South,PLACED,2025-06-09 07:10:20
ORD00363,CUST0309,West,PLACED,2026-05-29 06:57:00
ORD00364,CUST0533,East,RETURNED,2024-10-01 10:31:36
ORD00365,CUST0141,West,PLACED,2024-11-19 03:28:06
ORD00366,,North,DELIVERED,2026-03-20 02:28:20
ORD00367,CUST0117,North,CANCELLED,2024-11-29 16:45:09
ORD00368,CUST0204,South,DELIVERED,2025-09-12 18:01:00
ORD00369,CUST0536,South,DELIVERED,2025-05-20 11:29:08
ORD00370,CUST0420,East,SHIPPED,2025-08-08 14:04:22
ORD00371,CUST0041,West,SHIPPED,2025-03-31 17:36:48
ORD00372,CUST0493,East,SHIPPED,2025-12-05 07:12:00
ORD00373,CUST0003,North,PLACED,2024-11-12 10:32:25
ORD00374,CUST0114,West,SHIPPED,2025-08-31 06:32:37
ORD00375,CUST0093,North,PLACED,21-10-2025 13:09:26
ORD00376,CUST0263,South,CANCELLED,2025-06-21 16:15:46
ORD00377,CUST0304,East,CANCELLED,2026-07-07 15:59:27
ORD00378,CUST0052,North,SHIPPED,2025-04-12 05:42:51
ORD00379,CUST0041,East,DELIVERED,2026-06-13 13:27:24
ORD00380,CUST0321,West,PLACED,2025-03-14 08:49:56
ORD00381,CUST0098,North,PLACED,2025-09-12 20:10:36
ORD00382,CUST0142,South,DELIVERED,2025-03-21 17:54:31
ORD00383,CUST0367,West,RETURNED,2026-04-29 19:08:16
ORD00384,CUST0275,North,DELIVERED,2025-04-27 07:16:17
ORD00385,CUST0351,South,PLACED,2025-05-28 20:33:12
ORD00386,CUST0411,West,CANCELLED,2026-02-26 03:20:47
ORD00387,CUST0279,West,CANCELLED,2025-11-16 10:22:55
ORD00388,CUST0432,South,PLACED,2025-06-12 00:39:39
ORD00389,CUST0136,North,SHIPPED,2026-04-15 06:33:44
ORD00390,CUST0107,West,RETURNED,2026-01-27 09:04:18
ORD00391,CUST0495,West,SHIPPED,2025-03-20 19:28:46
ORD00392,CUST0389,East,RETURNED,2025-10-28 03:33:53
ORD00393,CUST0030,South,CANCELLED,2025-01-15 13:18:40
ORD00394,CUST0500,North,CANCELLED,2025-09-22 23:41:44
ORD00395,CUST0452,North,PLACED,2025-09-09 09:07:40
ORD00396,CUST0268,East,PLACED,2024-12-25 17:49:37
ORD00397,CUST0538,South,DELIVERED,2025-04-29 21:35:59
ORD00398,CUST0532,North,CANCELLED,2026-02-27 07:45:11
ORD00399,CUST0255,West,DELIVERED,2025-09-12 23:06:37
ORD00400,,South,RETURNED,2026-07-01 22:32:50
ORD00401,CUST0056,North,SHIPPED,2026-02-10 21:51:50
ORD00402,CUST0518,West,CANCELLED,2025-01-25 22:28:55
ORD00403,CUST0170,North,CANCELLED,2025-04-18 04:57:47
ORD00404,CUST0329,South,DELIVERED,2025-06-28 23:19:46
ORD00405,CUST0285,North,RETURNED,2025-06-25 03:55:05
ORD00406,CUST0229,West,CANCELLED,2025-05-17 00:13:19
ORD00407,,North,CANCELLED,2024-07-12 17:33:51
ORD00408,CUST0455,West,PLACED,2026-01-27 17:22:42
ORD00409,CUST0511,West,DELIVERED,2024-08-08 12:04:50
ORD00410,CUST0122,West,PLACED,2025-02-18 13:02:58
ORD00411,CUST0106,West,CANCELLED,2025-10-18 07:44:29
ORD00412,CUST0037,North,PLACED,2024-07-25 05:49:01
ORD00413,CUST0312,South,CANCELLED,2025-08-18 14:51:19
ORD00414,CUST0350,East,PLACED,2024-10-25 12:05:51
ORD00415,CUST0229,West,DELIVERED,2026-06-04 02:46:12
ORD00416,CUST0574,West,DELIVERED,2025-03-04 00:39:13
ORD00417,CUST0464,North,PLACED,2024-07-17 16:22:09
ORD00418,CUST0228,North,DELIVERED,2025-03-02 20:32:53
ORD00419,CUST0364,East,RETURNED,2024-12-31 22:11:07
ORD00420,CUST0535,East,PLACED,2024-12-26 10:30:17
ORD00421,CUST0047,South,CANCELLED,2026-05-08 05:42:08
ORD00422,CUST0144,West,PLACED,2025-03-14 04:09:58
